sim,year,cx,cy,cz,volume,mass
1,20,5050,2550,468.54,7784980,31671901.61
1,30,5067.52,2560.58,154.68,27209220,75482827.2
1,40,5079.78,2562.08,140.89,33844010,122994298.4
1,50,5092.6,2560.4,141.9,41938790,171603574.5
1,60,5101.67,2560.11,147.87,45883730,216134719.4
1,80,5118.56,2559.89,155.63,53295930,295563237
1,100,5134.78,2558.83,160.21,60118200,370119669.8
1,120,5151.97,2558.22,166.69,66115510,437187729.6
1,150,5175.93,2557.99,172.85,76197690,527770751.1
1,200,5210.76,2556.4,179.9,88967270,672490135.2
2,40,5050,2550,1268,2111970,11845995.89
2,50,5050,2550,1263.63,2111970,16378059.1
2,60,5050,2550,1260.06,2111970,20728943.57
2,80,5050,2550,1255.07,2111970,28927452.12
2,100,5053.15,2550,1249.31,2576810,36728101.26
2,120,5059.79,2550,1249.32,3738910,43965797.05
2,150,5060.16,2550,1243.73,3738910,54030882.48
2,200,5068.33,2550,1240.21,5133430,70906900.66
3,20,5050,2550,1310.63,1859360,18607485.7
3,30,5050,2563.41,1296.63,2324200,45116521.54
3,40,5065.84,2599.28,1279.76,4648400,73636115.92
3,50,5079.15,2631.15,1272.22,6042920,102725341.4
3,60,5092.26,2659.58,1268.54,6507760,129643940.4
3,80,5118.18,2684.75,1257.07,10287050,178234319
3,100,5136.31,2697.7,1239.2,13621690,223978297.1
3,120,5152.38,2704.91,1219.07,16026650,265403424.2
3,150,5167.27,2709.56,1200.17,19381480,321708665.2
3,200,5190.72,2714.88,1176.39,27000630,412607675.5
4,20,5050,2550,899.77,3880240,40868848.36
4,30,5055.77,2549.6,658.85,11155690,95287915.4
4,40,5066.16,2547.84,614.49,19896030,154508138.8
4,50,5088.55,2545.32,592.83,29621130,215175634.4
4,60,5104.39,2544.3,572.4,45178840,270512768.8
4,80,5129.49,2537.2,535.99,77501070,368707264.4
4,100,5150.55,2533.82,525.9,109145620,460761840.7
4,120,5173.02,2532.56,520.55,126200070,543332595.5
4,150,5203.24,2530.47,519.39,151046850,654548604.4
4,200,5255.78,2526.46,516.75,190023200,831434568.3
5,60,5050,2550,1152.52,485030,11238294.94
5,80,5050,2550,1152.52,485030,15760862.26
5,100,5050,2550,1152.52,485030,20079246.04
5,120,5050,2550,1152.52,485030,24118755.03
5,150,5050,2550,1152.52,485030,29779220.8
5,200,5050,2550,1152.52,485030,39391228.24
6,20,5050,2550,437.58,3409910,13161935.12
6,30,5088,2548.87,94.04,25121550,31959987.95
6,40,5153.48,2546.89,62.38,50305620,52074204.76
6,50,5218.63,2544.75,54.4,73792220,72546328.4
6,60,5277.91,2542.2,51.42,89866620,91622229.08
6,80,5384.92,2536.29,49.04,118138090,126337669.1
6,100,5473.17,2528.03,48.41,142062170,159085185.2
6,120,5552.91,2520.38,48.82,159249010,188876855.5
6,150,5640.4,2512.53,49.73,181895680,229545652.9
6,200,5765.85,2504.83,49.69,214254470,295671922.5
7,40,5050,2550,812.99,485030,7428779.492
7,50,5050,2550,812.99,485030,10245510.65
7,60,5050,2550,812.99,485030,12975366.69
7,80,5050,2550,812.99,485030,18175816.33
7,100,5050,2550,812.99,485030,23137345.24
7,120,5050,2550,812.99,485030,27769591.29
7,150,5050,2538.82,812.99,970060,34249062.08
7,200,5050,2536.11,812.99,970060,45219081.3
8,40,5050,2550,690.16,970060,5668702.259
8,50,5050,2550,748.52,2425150,7806863.731
8,60,5050,2550,746.06,2425150,9890509.668
8,80,5050,2550,742.61,2425150,13885068.49
8,100,5050,2550,744.95,2425150,17702105.52
8,120,5050,2550,743.89,2910180,21278726.62
8,150,5050,2550,728.48,3395210,26298518.24
8,200,5054.49,2550.03,696.93,6305390,34845213.12
9,20,5050,2550,1058.89,2425150,51374373.35
9,30,5051.76,2549.4,1035.25,4365270,116170155.7
9,40,5062.11,2543.27,1041.52,8730540,186879738.9
9,50,5075.93,2534.36,1042.58,15035930,259392631.7
9,60,5082.66,2520.47,1040.96,16491020,325304137.1
9,80,5091.89,2499.08,1035.94,20856290,441777122.4
9,100,5096.89,2480.67,1032.42,23766470,550855922.2
9,120,5109.99,2468.57,1031.97,28616770,648470794.4
9,150,5148.61,2463.79,1029.87,36862280,779660145.5
9,200,5219.93,2465.19,1026.91,50928150,987559273.2
10,30,5050,2550,377.79,1949920,4650284.342
10,40,5050,2550,382.29,2437400,7468273.011
10,50,5050,2550,385.5,2924880,10300268.5
10,60,5059.06,2550,383.97,4387320,13044622.3
10,80,5065.21,2547.78,389.44,5849760,18272042.49
10,100,5071.36,2547.41,383.47,7312200,23259149.06
10,120,5085.41,2545.87,385.26,9749600,27914945.28
10,150,5097.33,2544.9,384.16,10724560,34426926.57
10,200,5119.37,2542.88,381.54,14136920,45450770.95
11,20,5051.84,2550,1078.34,3395210,54965284.93
11,30,5060.66,2548.42,903.27,11640720,122919826.5
11,40,5079.61,2525.75,804.24,23281440,197133031.1
11,50,5108.89,2503.87,768.01,35409640,273260341.5
11,60,5139.49,2496.42,763.88,44145080,342391479.3
11,80,5179.55,2498.22,773.18,55790700,464415325.2
11,100,5214.86,2503.8,787.8,66468710,578660797.2
11,120,5251.66,2506.84,814.12,70836430,680834841.9
11,150,5276.53,2512.98,850.94,68901210,818068829.1
11,200,5300.59,2518.65,882.37,69376440,1035332513
12,200,5050,2550,667.49,485030,9773226.482
14,30,5050,2550,1387.86,464840,9024981.876
14,40,5050,2550,1336.85,1859360,14567835.65
14,50,5050,2550,1344.51,1859360,20163295.54
14,60,5050,2550,1350.93,1859360,25512615.28
14,80,5067.75,2550,1342.36,3253880,35543739.64
14,100,5068.76,2550,1340.84,3253880,45076594.08
14,120,5090.97,2550,1335.98,4648400,53897118.46
14,150,5103.15,2550,1335.09,5113240,66131686.76
14,200,5126.58,2550,1332.69,6042920,86557257.16
15,20,5050,2550,1046.56,2425150,27858465.3
15,30,5054.29,2550.56,1010.39,4365270,66857483.31
15,40,5072.73,2552.12,992.4,9215570,109072305.7
15,50,5081.6,2554.38,983.21,12125750,152232156.8
15,60,5097.95,2553.94,978.44,15035930,191863309.1
15,80,5124.2,2556.33,972.29,19886230,262747815.7
15,100,5149.09,2558.83,967.73,25706590,329329578.9
15,120,5171.03,2555.06,961.93,30556890,389316544.2
15,150,5201.46,2553.23,955.77,37347310,470454885.5
15,200,5242.23,2546.68,944.47,48017970,600398450.5
17,20,5068.99,2549.64,307.72,13152160,33629761.09
17,30,5135.63,2561.6,247.32,28259140,79820001.6
17,40,5212.57,2542.71,230.4,44828560,129954013.5
17,50,5267.62,2537.88,230.62,63837830,181262776.8
17,60,5341.19,2530.3,223.6,89381890,228217196.5
17,80,5474.35,2510.79,205.05,139460020,311862671.9
17,100,5583.48,2494.04,187.84,184763350,390353132.5
17,120,5687.12,2486.43,175.94,232116600,460910537
17,150,5800.91,2489.04,166.75,287124700,556142665.8
17,200,5934.96,2503.53,160.79,363001790,708122781.9
18,20,5050,2550,1050.57,2425150,22510912.15
18,30,5050,2550,955.14,4850300,54409980.42
18,40,5082.9,2529.94,812.98,9215570,88829280.08
18,50,5140.56,2515.48,760.59,14550900,123976024.3
18,60,5192.33,2502.96,738.43,19401200,156379509
18,80,5272.47,2476.19,717.62,25706590,214614070.8
18,100,5337.04,2452.29,707.23,29586830,269378024.1
18,120,5380.37,2450.44,703.2,36862280,318849626.2
18,150,5427.45,2458.96,699.24,43167670,385934854.9
18,200,5509.98,2475.78,696.39,58203600,493821479.4
20,150,5050,2550,861.5,485030,18020393.21
20,200,5050,2550,885.4,970060,23999370.64
21,150,5050,2550,1247.75,2364580,13277381.1
21,200,5050,2550,1249.27,2364580,17756749.39
22,10,5050,2550,1315.97,1859360,22190059.1
22,20,5079.68,2578.8,1266.8,3253880,108961503.7
22,30,5114.4,2614.72,1253.96,6992790,209466951.5
22,40,5142.86,2645.17,1246.02,9316990,319921216.5
22,50,5177.55,2657.84,1246.53,12106030,433484383.1
22,60,5214.45,2660.26,1245.51,14743410,535809311.5
22,80,5290.73,2642.3,1239.9,21008420,714743955.8
22,100,5367.14,2621.03,1211.9,32164110,881889510.7
22,120,5435.97,2605.23,1156.52,53239390,1030601096
22,150,5482.25,2594.18,1136.05,68775050,1229354315
22,200,5523.46,2583.37,1135.04,84781040,1541470961
23,20,5050,2550,489.92,2432500,8200375.873
23,30,5079.21,2550,454.79,2919980,19879863.97
23,40,5083.67,2550,443.24,3405010,32283953.22
23,50,5077.78,2550,449.61,3405010,44870720.61
23,60,5074.55,2550,458.41,3405010,56712135.49
23,80,5072.48,2550,466.17,4379970,78505872.54
23,100,5074.52,2550.71,471.82,8262660,99121398.67
23,120,5079.65,2551.67,475.09,13125210,117995459.4
23,150,5089.32,2554.28,477.92,17490480,143915358
23,200,5107.44,2558.76,480.45,23313290,186479610.9
24,30,5050,2550,878.53,1940120,10348449.79
24,40,5050,2550,896.38,2425150,16721758.45
24,50,5050,2550,893.86,2425150,23161411.5
24,60,5066.06,2550,886.58,3880240,29300642.96
24,80,5076.09,2550,891.9,4850300,40775825.11
24,100,5088.08,2550,890.03,5820360,51672262.38
24,120,5105.15,2550,891.77,7275450,61735962.02
24,150,5119.16,2550,891.33,7760480,75670830.38
24,200,5154.34,2550,894.94,10185630,98868489.92
25,30,5050,2550,495.09,974960,3708626.852
25,40,5050,2550,548.95,2430050,5945749.185
25,50,5050,2550,543.51,2430050,8190483.081
25,60,5050,2550,547.68,2430050,10375860.19
25,80,5050,2550,537.29,3405010,14560782.43
25,100,5050,2550,486.6,4379970,18558613.51
25,120,5050.55,2549.93,420.8,6817370,22302250.74
25,150,5051.98,2549.86,364.39,7304850,27553324.41
25,200,5060.98,2557.85,293.45,12179650,36484921.47
26,20,5050,2550,1143.93,2404960,14477555.62
26,30,5050,2550,1145.12,2404960,35152853.03
26,40,5054.16,2543.71,1140.98,3860050,57309002.42
26,50,5057.67,2528.29,1118.88,5315140,79872830.46
26,60,5064.86,2518.76,1105.53,7255260,100857541.7
26,80,5075.71,2511.39,1094.69,8225320,138960704.2
26,100,5092.46,2508.07,1092.02,9680410,174883923.4
26,120,5110.93,2507.16,1093.85,10650470,207523264.2
26,150,5141.49,2508.22,1098.52,12590590,252026034.7
26,200,5146.18,2511.86,1106.93,11135500,324243196.5
27,10,5050,2550,1239.51,1414710,11054760.06
27,20,5053.61,2550,1233.39,3274070,77710355.61
27,30,5056.03,2550,1233.89,4436170,162119777.2
27,40,5064.46,2550.06,1248.42,9781830,254624666.3
27,50,5084.76,2550.13,1258.84,15127490,349636547.1
27,60,5112.23,2549.77,1264.41,19311050,435544280.3
27,80,5167.19,2548.26,1270.69,29769950,586397969.5
27,100,5222.44,2547.32,1274.52,37672230,727456577.9
27,120,5278.33,2545.67,1276.55,47686480,853248657.3
27,150,5351.81,2544.12,1278.71,57912960,1021741934
27,200,5451.85,2542.44,1280.96,69533960,1287297816
28,20,5050,2550,691.76,2910180,15930949.25
28,30,5066.64,2549.84,643.63,7275450,38670978.93
28,40,5106.21,2549.63,620.03,12610780,63076416.94
28,50,5145.25,2547.76,611.99,16005990,87945668.5
28,60,5183.99,2544.91,608.45,19886230,111030222.9
28,80,5246.78,2541.29,605.42,25706590,152851705.1
28,100,5304.15,2538.52,604.32,33467070,192258595.4
28,120,5353.91,2535.31,604.73,39772460,228017821.8
28,150,5412,2530.64,606.49,45592820,276716010
28,200,5484.5,2519.77,608.53,52873170,355585132.2
29,50,5050,2550,398.26,974960,3240333.514
29,60,5050,2550,459.12,2434950,4109901.308
29,80,5050,2550,456.77,2434950,5811265.47
29,100,5050,2550,455.38,2434950,7445307.491
29,120,5050,2550,458.1,2434950,8994481.97
29,150,5050,2550,454.59,2922430,11192559.11
29,200,5050,2550,387.49,4384870,15003857.88
30,20,5050,2550,1244.54,2364580,12096236.47
30,30,5050,2550,1246.71,2364580,29369224.88
30,40,5050,2550,1238.58,2849610,47826969.5
30,50,5054.17,2552.01,1211.25,3819670,66603160.03
30,60,5061.28,2550.83,1194.52,6224630,84128625.58
30,80,5073.94,2551.76,1182.06,8609400,116086473.1
30,100,5090.5,2553.28,1173.66,10549520,146247618.3
30,120,5108.06,2553.78,1168.92,12489640,173717302.7
30,150,5135.99,2555.15,1166.76,16329500,211256324
30,200,5173.75,2556.63,1166.14,20189550,272401136.5
31,20,5059.46,2549.84,283.89,14842550,56689008.34
31,30,5082.65,2533.03,174.16,31502440,126096437.7
31,40,5098.88,2526.82,177.39,42507400,201922046.1
31,50,5114.94,2523.97,191.45,53740040,279713070.9
31,60,5133.07,2523.58,210.21,58162660,350325197.7
31,80,5167.86,2523.11,232.84,66907900,474900272.9
31,100,5200.3,2523.74,249.25,77707960,591519922.2
31,120,5237.24,2523.48,272.84,83045740,695788040
31,150,5279.53,2524.05,288.18,91396150,835797181.7
31,200,5320.83,2524.94,305.98,100691120,1057357186
32,20,5051.36,2550,1202.89,4516930,65062224.71
32,30,5058.66,2550.55,1103.35,9347040,140999134.1
32,40,5066.56,2550.62,1066.37,13944730,224077716.1
32,50,5077.65,2549.64,1037.24,22422660,309354889.5
32,60,5080.43,2551.94,1018.1,27757990,386623542.7
32,80,5078.01,2557.82,998.52,35265860,522650065.5
32,100,5076.76,2566.82,983.78,42773730,649922944.2
32,120,5076.5,2576.62,966.21,55869540,763580465.5
32,150,5074.47,2589.79,941.19,64600080,916023977.3
32,200,5077.05,2607.22,904.88,81091100,1156811752
33,20,5051.52,2559.3,284.26,6334790,18507539.5
33,30,5049.55,2588.57,129.97,22096670,44876758.35
33,40,5091.41,2597.46,115.1,31608790,73243555.52
33,50,5121.27,2601.45,111.66,36346110,102175987
33,60,5149.75,2604.32,111.5,40783430,128952336.1
33,80,5190.9,2613.32,109.18,47270670,177292008.2
33,100,5196.58,2615.62,109.15,50195550,222801372
33,120,5202.42,2617.99,109.48,50733030,264016934.2
33,150,5203.9,2618.86,110.57,57907750,320041069.8
33,200,5207.03,2619.8,111.4,63757510,410496201.4
34,10,5050,2550,431.49,4382420,15173023.57
34,20,5116.78,2669.29,50.2,43930900,89936648.28
34,30,5136.98,2695.07,49.95,62967660,181315294.6
34,40,5148.74,2707.89,50.87,71029860,281585593.6
34,50,5157.2,2714.77,52.83,78204580,384621072.6
34,60,5165.29,2718.27,54.91,83329380,477636372.6
34,80,5175.68,2719.64,58.01,96303860,640661756.5
34,100,5183.49,2721.73,59.52,100303700,793031036.7
34,120,5192.64,2722.22,61.86,103378580,928766960.6
34,150,5201.95,2720.76,64.33,113715660,1110397065
34,200,5217.56,2718.2,68.89,126102660,1396187182
36,30,5050,2550,326.86,487480,2512524.673
36,40,5050,2550,403.21,2437400,4016302.401
36,50,5050,2550,398.19,2437400,5521092.781
36,60,5050,2550,398.11,2437400,6997853.904
36,80,5050,2550,394.16,2924880,9851802.755
36,100,5050,2550,345.57,4387320,12584389.15
36,120,5050.88,2550.02,231.67,7362200,15156703.72
36,150,5053.8,2550.03,176.56,9024640,18782486.69
36,200,5058.73,2550.15,157.82,10974560,25000216.35
37,20,5050,2550,1192.78,2384770,25015419.56
37,30,5050,2550,1145.75,2384770,60286245.9
38,30,5050,2550,773.27,1940120,7829519.676
38,40,5050,2550,779.31,2425150,12624342.4
38,50,5050,2550,776.93,2425150,17460072.3
38,60,5050,2546.18,780.29,2910180,22096502.62
38,80,5051.94,2533.62,775.34,3395210,30820051.85
38,100,5054.19,2523.83,764.76,4365270,39117190.25
38,120,5057.37,2515.57,751.22,5820360,46809011.24
38,150,5060.39,2508.75,734.49,6790420,57497120.58
38,200,5071.19,2502.6,714.37,10190530,75394064.44
39,20,5057.79,2550,1290.54,3274070,50258128.59
39,30,5065.06,2550,1177.21,7134120,114033966.8
39,40,5062.99,2549.12,875.29,14868920,183612836.5
39,50,5099.2,2550.85,567.19,33340530,254959469.4
39,60,5148.5,2549.24,477.67,49385130,319831441.9
39,80,5226.18,2553.53,412.3,72754180,434510832.2
39,100,5290.32,2560.07,380.82,97550780,541919864.3
39,120,5350.84,2567.83,366.12,117295060,638060680.3
39,150,5403.98,2566.08,376.92,139381280,767294908.3
39,200,5468.12,2561.6,400.25,163430440,972163094.2
41,40,5050,2550,1146.55,2404960,9787321.372
41,50,5050,2550,1146.04,2404960,13518086.08
41,60,5050,2550,1145.71,2404960,17113595.9
41,80,5050,2550,1145.45,2404960,23919093.82
41,100,5050,2550,1145.43,2404960,30401527.22
41,120,5050,2550,1146,2404960,36431486.04
41,150,5050,2550,1138.62,2889990,44837058.5
41,200,5050,2550,1102.51,3375020,58986647.44
42,20,5050,2550,1097.6,2425150,18910866.33
42,30,5050,2550,1071.36,3395210,45843817.37
42,40,5050,2550,923.11,6305390,74826760.77
42,50,5050.26,2549.56,670.7,12152700,104391484.9
42,60,5048.43,2546.49,442.38,24437250,131741384.6
42,80,5052.2,2547.62,315.9,41969650,181091711.6
42,100,5062.57,2548.55,287.44,51429320,227546814.6
42,120,5066.16,2548.69,284.68,53479240,269607051.6
42,150,5072.5,2548.53,281.27,60403960,326764100.2
42,200,5083.14,2548.17,290.45,71784150,419007859.1
44,20,5050,2550,400.07,2437400,7384673.101
44,30,5053.43,2550.36,275.83,6824720,17892045.88
44,40,5074.83,2545.73,228.75,13649440,29032834.38
44,50,5099.1,2535.56,206.98,21936600,40330018.84
44,60,5116.02,2520.41,182.06,29886280,50980944.93
44,80,5160.74,2515.04,143.99,48910520,70632664.37
44,100,5200.32,2520.89,122.3,67159800,89233456.24
44,120,5241.85,2525.05,110.04,81656790,106287016.2
44,150,5290.77,2530.5,101.99,97568670,129737971
44,200,5359.15,2532.73,95.48,124302660,168332711.4
45,30,5050,2550,1003.11,1455090,11680213.31
45,40,5050,2550,1001.57,1455090,18891331.51
45,50,5050,2550,1009.33,1940120,26183348.9
45,60,5056.09,2550,1005.13,2425150,33118064.25
45,80,5078.67,2547.17,995.99,3395210,46043049
45,100,5092.14,2531.93,986.55,3880240,58307460.93
45,120,5103.62,2519.6,974.62,4365270,69616194.97
45,150,5118.89,2504.03,960.8,3880240,85251137.33
45,200,5137.1,2482.06,952.41,4850300,111213079.5
46,20,5056.26,2550,685.79,4365270,24736934.03
46,30,5069.75,2550.26,565.92,12140450,59636673.06
46,40,5060.35,2550.49,158.99,29352520,97347529.25
46,50,5064.09,2552.28,104.55,44039710,135876555
46,60,5071.1,2554.59,99.01,54022160,171334334.9
46,80,5081.48,2557.41,103.99,63869580,234921996.5
46,100,5087.51,2558.92,107.81,70347020,294688614.6
46,120,5094.46,2560.26,116.89,73902030,348614962.2
46,150,5100.5,2560.99,123.08,77364390,421658057.2
46,200,5103.04,2561.72,126.16,76934260,538907051.1
47,40,5050,2550,612.99,1455090,6541138.22
47,50,5050,2550,611.71,1455090,9015217.615
47,60,5050,2550,599.39,1942570,11419202.55
47,80,5057.43,2550,594.76,2430050,16012500.04
47,100,5073.18,2550,599.02,3885140,20398015.02
47,120,5082.29,2550,596.67,4372620,24499447.44
47,150,5084.78,2550,597.44,4372620,30245544.84
47,200,5125.05,2550,590.63,6805120,39999732.56
48,20,5053.05,2549.79,505.74,4867450,20511483.73
48,30,5064.16,2558.51,411.18,16562070,49667899.76
48,40,5077.22,2594.66,227.82,36658820,81083017.63
48,50,5106.09,2604.94,171.14,59490520,113144398.3
48,60,5137.65,2604.61,145.61,78087350,142756715.1
48,80,5202.54,2601.57,124.04,111753680,196088831.3
48,100,5256.36,2590.73,114.44,137422780,246268862.7
48,120,5304.48,2581.73,112.96,160691960,291653736.3
48,150,5359.29,2574.32,112.56,191038310,353267065.4
48,200,5435.01,2567.7,113.58,228846860,452538949.3
50,60,5050,2550,521.85,487480,4198325.672
50,80,5050,2550,585.39,1942570,5935259.232
50,100,5050,2550,602.32,2427600,7603257.629
50,120,5050,2550,600.27,2427600,9184174.96
50,150,5050,2550,597.74,2427600,11426699.81
50,200,5050,2550,595.48,2427600,15313348.05
51,120,5050,2550,1078.45,1940120,9476245.811
51,150,5050,2550,1079.34,1940120,11787133.12
51,200,5050,2550,1080.91,1940120,15789608.02
53,20,5050,2550,943.74,2425150,27541243.66
53,30,5050,2550,889.92,2910180,66129946.13
53,40,5050,2550,896.38,2910180,107893588.4
53,50,5050,2550,908.71,2910180,150589419.1
53,60,5050,2550,919.74,2910180,189802798.6
53,80,5050.17,2550,943.19,3880240,259957718.1
53,100,5051.33,2548.86,963.47,4365270,325858254.1
53,120,5057.97,2542.48,977.66,7760480,385239807.8
53,150,5066.63,2540.59,992.88,10670660,465569997.7
53,200,5084.92,2559.57,1006.14,19401200,594247552.3
54,20,5050,2550,891.13,2425150,19323808.14
54,30,5050.39,2549.9,759.36,6790420,46832544.19
54,40,5056.18,2547.55,653.13,11652970,76445020.88
54,50,5063.91,2543.86,592.16,17982860,106655856.1
54,60,5075.24,2540.74,559.83,22367730,134591593.5
54,80,5105.61,2536.35,531.32,35990220,184973706
54,100,5140.26,2533.96,511.45,51087400,232394202
54,120,5182.94,2533.7,503.92,63262150,275316425.5
54,150,5244.58,2534.34,497.58,74954320,333629296.9
54,200,5344.51,2532.01,481.65,96873770,427697052.9
55,20,5050,2550,948.82,2425150,15348330.6
55,30,5068.06,2550,941.47,4365270,37261974.73
55,40,5082.01,2550,946.02,6305390,60766750.95
55,50,5092.51,2550.06,942.54,8730540,84712706.93
55,60,5111.03,2550.11,938.12,10670660,106956776.1
55,80,5142.94,2550.37,936.22,14550900,147290969
55,100,5178.64,2550.27,935.44,18431140,185304658.8
55,120,5220.77,2550.76,935.74,21826350,219816641.9
55,150,5276.07,2550.01,934.46,25221560,266838222.9
55,200,5348.59,2549.39,930.06,28616770,343050604.2
56,60,5050,2550,663.2,1455090,5112016.985
56,80,5050,2550,681.95,1940120,7215326.277
56,100,5050,2550,691.01,2425150,9232858.505
56,120,5050,2550,688.47,2425150,11140036.81
56,150,5050,2550,686.49,2425150,13838769.88
56,200,5050,2550,667.94,2425150,18497005.13
57,10,5050,2550,1261.57,2111970,18740401.44
57,20,5059.31,2550,1233.54,4436170,99820014.47
57,30,5059.87,2531.95,1235.72,8852150,196161659
57,40,5077.04,2496.51,1236.38,14258380,301967869.3
57,50,5094.5,2471.91,1225.29,20907470,410725415.2
57,60,5114.18,2459.15,1216.49,26354080,508802908.1
57,80,5155.39,2448.68,1214.01,38257740,680483597.7
57,100,5197.11,2445.06,1216.56,47796820,840892811.2
57,120,5239.72,2445.23,1221.58,52778590,983690952.7
57,150,5290.53,2449.59,1229.48,57992780,1174643160
57,200,5330.18,2455.75,1236.23,58316290,1474772283
58,30,5050,2550,451.42,1949920,5085456.02
58,40,5050,2550,465.69,2434950,8172726.523
58,50,5056.33,2550,453.79,3409910,11277245.23
58,60,5057.23,2550,429.21,3897390,14280183.44
58,80,5069.98,2550,400.87,6819820,19988107.63
58,100,5079.77,2550,387.49,7307300,25430774.56
58,120,5095.49,2550,384.34,8769740,30505749.55
58,150,5121.94,2550,384.15,11204690,37596047.66
58,200,5165.73,2550,376.35,15589560,49576406.32
59,40,5050,2550,1242.4,2364580,11972303.78
59,50,5050,2550,1242.32,2364580,16553620.36
59,60,5050,2550,1242.53,2364580,20950844.12
59,80,5050,2550,1243.21,2364580,29234611.85
59,100,5050,2550,1241.93,2364580,37115896.42
59,120,5050,2542.43,1226.06,2849610,44427373.53
59,150,5050,2528.09,1207.06,3334640,54593715.2
59,200,5050,2510.28,1169.53,4304700,71635750.5
60,50,5050,2550,1176.08,970060,10922274.51
60,60,5050,2550,1176.01,970060,13831277.16
60,80,5050,2550,1175.91,970060,19364766.66
60,100,5050,2550,1175.83,970060,24642081.58
60,120,5050,2550,1175.77,970060,29564967.67
60,150,5050,2550,1175.7,970060,36445512.65
60,200,5063.05,2550,1175.71,1940120,48079153.57
62,20,5050,2550,499.43,2432500,7156262.577
62,30,5050,2550,375.43,5357380,17335501.95
62,40,5057.18,2549.48,92.29,18681860,28123019.81
62,50,5065.69,2549.03,69.31,26056580,39059738.36
62,60,5072.15,2548.79,63.11,31381380,49377432.19
62,80,5080.75,2548.19,58.98,38168620,68428583.3
62,100,5085.94,2548.05,57.5,44705860,86464264.28
62,120,5089.7,2547.61,57.55,46755780,103006721.3
62,150,5093.87,2547.69,57.92,50030660,125763915.1
62,200,5100.69,2547.75,58.78,57305380,163241630
63,60,5050,2550,787.06,970060,7263490.989
63,80,5050,2550,845.32,2425150,10222672.93
63,100,5050,2550,842.66,2425150,13055406.22
63,120,5050,2550,840.47,2425150,15720668.65
63,150,5050,2550,837.83,2425150,19475729.42
63,200,5055.01,2550,835.66,2910180,25910175.58
64,10,5050,2550,731.11,2425150,10597815.72
64,20,5051.52,2550,712.9,3395210,76277743.14
64,30,5050.28,2553.66,741.48,9700600,159799015.9
64,40,5068.98,2563.86,759.84,21341320,251315022.8
64,50,5105.64,2569.51,766.47,32497010,345305401.9
64,60,5141.37,2575.06,760.63,44142630,430307439.8
64,80,5227.97,2594.03,694.15,67460820,579608433.5
64,100,5311.37,2626.1,578.26,96883670,719223799.8
64,120,5369.51,2639.91,533.16,116581420,843746282.8
64,150,5426.3,2650.31,513.78,137922010,1010561326
64,200,5487.31,2658.2,510.98,160072860,1273529847
65,10,5050,2550,1145.01,2404960,21272199.3
65,20,5059.08,2550.37,967.61,9680410,106562021.9
65,30,5088.3,2560.75,833.57,23261250,206009943.2
65,40,5127.26,2558.51,757.34,39752270,315283388.5
65,50,5177.43,2554.16,712.25,55765610,427625600.2
65,60,5232.01,2542.32,688.49,70326310,528871726.5
65,80,5321.26,2529.47,667.26,97025010,705964641.7
65,100,5390.32,2519.96,650.82,113538080,871400043.4
65,120,5447.3,2507.46,627.32,134431120,1018610696
65,150,5520.33,2494.43,583.38,157321630,1215384281
65,200,5575.75,2498.09,573.45,173454570,1524459888
66,80,5050,2550,1312.24,929680,8679465.781
66,100,5050,2550,1313.6,1859360,11094811.2
66,120,5050,2550,1312.79,1859360,13372371.05
66,150,5050,2550,1311.78,1859360,16587775.22
66,200,5050,2546.84,1312.87,2091780,22116400.87
67,100,5050,2550,1248.51,464840,18077781.98
67,120,5050,2550,1248.51,464840,21727692.21
67,150,5050,2550,1270.48,929680,26848990.8
67,200,5050,2550,1270.4,929680,35564661.77
68,10,5050,2550,1261.47,2111970,15827484.68
68,20,5056.57,2550,1180.36,6164060,91790010.85
68,30,5070.76,2547.51,402.98,28555970,184140367.8
68,40,5239.61,2531.24,123.08,97708190,285494171.5
68,50,5393.84,2509.01,92.31,151061550,389649457.2
68,60,5512.14,2487.9,86.17,192115120,483655846.2
68,80,5667.6,2460.94,85.59,242695780,648376658
68,100,5776.25,2443.86,87.54,280397520,802321022
68,120,5895.33,2428.1,93.88,301721630,939440877.8
68,150,6012.22,2417.51,103.27,315546380,1122898264
68,200,6183.47,2412.44,120.1,331013970,1411500298
69,50,5050,2550,545.84,972510,3967629.13
69,60,5050,2550,568.22,1457540,5031047.107
69,80,5050,2550,596.82,2427600,7101968.802
69,100,5050,2550,592.62,2427600,9088617.895
69,120,5050,2550,589.57,2427600,10967002.87
69,150,5050,2550,583.49,2915080,13625518.19
69,200,5050,2550,557.89,3402560,18215856.26
70,40,5050,2550,857.92,1455090,7272883.502
70,50,5050,2550,900.47,2425150,10029375.68
70,60,5050,2550,899.03,2425150,12702002.62
70,80,5050,2550,897.4,2425150,17795954.47
70,100,5050,2550,898.88,2425150,22656477.82
70,120,5050,2550,900.09,2910180,27195708.47
70,150,5050,2550,870.33,3395210,33546752.25
70,200,5050,2550,789.15,4850300,44304086.21
71,10,5050,2550,1009.66,2425150,13944244.23
71,20,5057.88,2557.75,680.19,13600440,86398663.65
71,30,5051.34,2625.68,521.98,32585210,175864457
71,40,5021.12,2670.35,329.01,68651650,274002381.1
71,50,5030.7,2696.56,196.73,114055520,374834236.1
71,60,5056.18,2695.47,178.35,142189970,465898598.8
