sim,year,cx,cy,cz,volume,mass
163,100,5063.34,2545.64,694.81,17925920,158250711.1
163,120,5072.51,2542.87,668,21806160,187891671.7
163,150,5087.41,2538.37,648.95,30056570,228357429.7
163,200,5105.25,2530.58,629.58,40244650,294160797.1
164,20,5053.85,2601.33,760.85,4850300,43682493.11
164,30,5061.04,2667.22,666.96,15050630,101057049.7
164,40,5079.62,2716.83,365.44,38825170,163546321.8
164,50,5131.99,2762.02,203.72,69214440,227582959.8
164,60,5157.49,2768.3,186.7,92323820,285931497.4
164,80,5187.98,2768.29,184.13,115960880,389339275.1
164,100,5210.78,2766.73,185.48,129558140,486251191.4
164,120,5240.82,2763.09,196.12,141873090,573117901.3
164,150,5274.32,2758.96,204.34,155852930,690042003.1
164,200,5324.23,2753.61,212.79,169632770,875802640.7
165,20,5053.56,2550,1110.83,4324890,55816685.93
165,30,5065.22,2550,939.11,12550210,124493829.1
165,40,5090.67,2549.86,859.35,23180490,199508902.4
165,50,5124.07,2548.15,832.53,31911030,276463574.1
165,60,5162.61,2548.57,838.95,40601190,346331282
165,80,5248.36,2549.08,849.51,55637120,469624143.6
165,100,5326.18,2549.26,863.44,63882630,585050600
165,120,5407.3,2549.3,878.18,69217960,688266370.4
165,150,5505.3,2549.31,897.08,73098200,826880989.9
165,200,5577.82,2549.28,917.24,69682800,1046282317
166,40,5050,2550,662.67,1455090,5152744.729
166,50,5050,2550,676.88,1940120,7092700.399
166,60,5050,2550,687.42,2425150,8986872.381
166,80,5050,2550,681.11,2425150,12626288.52
166,100,5050,2550,672.97,2425150,16105896.05
166,120,5050,2550,662.14,2425150,19370507.07
166,150,5050,2550,654.54,2425150,23957846.46
166,200,5051.81,2550,650.44,3880240,31783786.17
168,60,5050,2550,1007.01,485030,7742546.429
168,80,5050,2550,1106.63,1455090,10891234.62
168,100,5050,2550,1098.11,2425150,13904261.76
168,120,5050,2550,1097.52,2425150,16736744.74
168,150,5050,2550,1096.95,2425150,20724239.47
168,200,5054.56,2550,1097.25,2910180,27547919.76
169,40,5050,2550,1000.48,2425150,9281857.189
169,50,5050,2550,999.32,2425150,12816342.66
169,60,5050,2550,998.51,2425150,16226356.41
169,80,5050,2550,997.81,2425150,22688768.94
169,100,5050,2550,997.72,2425150,28846302.47
169,120,5050,2550,999.36,2910180,34578096.95
169,150,5050,2550,977.29,3395210,42573330.69
169,200,5050,2550,912.11,4365270,56047025.08
170,20,5050,2550,702.71,3395210,25297639.46
170,30,5067.9,2549.45,612.75,10185630,60943499.17
170,40,5093.2,2547.62,594.21,17946110,99473528.01
170,50,5120.79,2546.14,587.57,23766470,138844574.4
170,60,5150.59,2544.23,584.33,31526950,175061891.3
170,80,5198.47,2539.91,581.09,40259940,239979008.2
170,100,5246.61,2530.92,577.87,51427880,300987651.4
170,120,5296.83,2523.92,574.87,60655700,356019186.8
170,150,5357.26,2513.87,562.96,76215860,430539354.1
170,200,5454.05,2485.19,518.08,110348080,550106823.5
171,50,5050,2550,715.99,485030,5700491.007
171,60,5050,2550,759.81,1455090,7224934.068
171,80,5050,2550,795.67,2425150,10168848.41
171,100,5050,2550,793.11,2425150,12987053.37
171,120,5050,2550,791.29,2425150,15638834.67
171,150,5050,2550,789.58,2425150,19375148.74
171,200,5050,2550,791.78,2910180,25778178.93
172,10,5050,2550,452.19,2434950,7886938.38
172,20,5074.32,2546.22,337.49,19009270,67318514.15
172,30,5110.88,2562.29,318.49,42895790,144878993.3
172,40,5150.63,2594.95,291.96,72194590,229762651
172,50,5197.33,2621.67,250.72,119455190,316903505.8
172,60,5232.51,2634.42,221.96,163890910,395827502.8
172,80,5297.97,2616.88,176.99,248462590,534698021.9
172,100,5337.37,2630.46,161.13,302572950,664615807.6
172,120,5368.58,2650.51,155.34,344533790,780602772
172,150,5409.51,2676.27,152.25,389469510,936129010.2
172,200,5460.66,2709.05,149.83,456729310,1181678317
173,50,5050,2550,564.79,1457540,4413854.344
173,60,5050,2550,603.89,2427600,5596093.365
173,80,5050,2550,599.89,2427600,7892736.158
173,100,5050,2550,598.05,2427600,10094563.68
173,120,5050,2550,598.25,2427600,12173443.23
173,150,5050,2550,588.68,2427600,15111843.39
173,200,5050,2550,560.73,2427600,20174242.91
174,20,5050,2500.17,790.07,5335330,50625998.94
174,30,5060.55,2486.34,624.81,18933320,114740021.8
174,40,5014.11,2478.02,334.94,41495420,184693772.1
174,50,5001.24,2472.08,220.27,67035120,256427059.2
174,60,4997.3,2477.33,192.43,84287390,321643708
174,80,4991.62,2490.98,178.16,109134710,436917873.3
174,100,5004.72,2495.54,184.3,128707230,544880635.2
174,120,5022.42,2498.56,195.02,140147220,641510313.1
174,150,5048.82,2501.33,209.92,154779970,771392989.6
174,200,5087.32,2505.62,227.05,174030440,977266547.4
176,20,5050,2550,701.36,2425150,14249143.56
176,30,5057.34,2549.5,626.29,6305390,34599026.89
176,40,5072.69,2546.03,601.47,11640720,56400993.88
176,50,5093.75,2543.5,591.93,15520960,78601921.98
176,60,5114.32,2541.12,587.94,18431140,99255722.06
176,80,5152.93,2540.72,582.71,26196520,136772133.8
176,100,5189.36,2538.77,579.06,32996740,172145449.2
176,120,5222.57,2538.94,576.26,37851940,204291942.9
176,150,5261.87,2538.94,572.78,46119500,248131493.4
176,200,5307.69,2543.61,567.13,57792070,319295873.5
177,200,5050,2550,1399.58,232420,9674010.242
178,30,5050,2550,1317.25,1859360,18081512.6
178,40,5059.31,2550,1311.21,2324200,29342611.15
178,50,5080.71,2550,1317.88,3718720,40762572.01
178,60,5091.04,2550,1315.02,4183560,51526950.58
178,80,5119.88,2550,1318.42,5578080,71383037.59
178,100,5158.22,2550,1318.47,7437440,90176107.55
178,120,5203.83,2550,1318.41,9296800,107403520.8
178,150,5259.67,2550,1318.19,11156160,131090397.7
178,200,5313.8,2550,1317.84,13015520,170064830.4
179,20,5050,2550,607.34,2427600,5479942.968
179,30,5050,2550,602.11,2427600,13253093.02
179,40,5050,2550,560.45,3890040,21456125.36
179,50,5053.33,2550,466.3,7297500,29758076.85
179,60,5059.15,2549.91,294.43,14217320,37632973.67
179,80,5090.69,2548.05,183.04,23004480,52266436.9
179,100,5121.2,2546.78,159.74,33634210,66141728.83
179,120,5145.05,2545.97,161.34,37144120,78914146.92
179,150,5172.16,2544.57,170.58,44111490,96544596.58
179,200,5209.24,2544.08,180.38,52101370,125742811.9
180,30,5050,2550,1191.71,2384770,11803824.9
180,40,5050,2550,1190.21,2384770,19092806.45
180,50,5050,2550,1189.96,2384770,26464072.17
180,60,5050,2550,1189.99,2384770,33472650.87
180,80,5050,2542.6,1174.22,2869800,46532047.91
180,100,5050,2527.67,1153.3,3354830,58923237.73
180,120,5050,2515.99,1130.41,4324890,70347256.43
180,150,5050,2503.32,1088.47,5294950,86139489.34
180,200,5050,2485.67,961.28,8205130,112356837.4
181,20,5055.99,2539.25,252.75,11742170,28837813.82
181,30,5062.04,2515.81,175.6,17454450,69094144.76
181,40,5067.71,2502,162.83,25889160,112691971.9
181,50,5070.7,2493.51,156.62,31888920,157274362.6
181,60,5072.26,2493.18,157.85,36763720,198185732.9
181,80,5072.82,2492.63,160.54,40326080,271304842.7
181,100,5072.33,2492.37,164.24,42423550,339972832.1
181,120,5072.63,2492.21,167.95,42961030,401813320.6
181,150,5072.83,2492.15,170.77,43498510,485425226.4
181,200,5072.95,2492.02,175,44523470,619242053.5
182,30,5050,2550,990.76,2425150,12573479.29
182,40,5050,2550,985.58,2425150,20347623.26
182,50,5050,2550,983.73,2425150,28212796.77
182,60,5050,2550,978.85,2425150,35681375.94
182,80,5054.7,2550,972.66,3880240,49577115.27
182,100,5054.92,2550,957.79,3880240,62756972.5
182,120,5055.17,2550,949.83,3880240,74897804.25
182,150,5060.14,2550,945.59,5820360,91667573.51
183,30,5050,2550,1046.84,2425150,23040725.07
183,40,5073.85,2550,1035.39,3880240,37457757.01
183,50,5095.02,2550,1032.31,5335330,52100953.48
183,60,5114.01,2550,1028.38,6305390,65835915.41
183,80,5145.19,2550,1021.06,7275450,91026336.4
183,100,5183,2550,1016.66,8730540,114834323.3
183,120,5223.65,2550,1011.44,9700600,136588176.3
183,150,5273.86,2550,1002.97,9700600,166407325.9
183,200,5279.64,2550,999.7,8730540,215224099
184,10,5050,2550,848.22,2425150,11531427.85
184,20,5059.6,2549.68,635.09,12623030,79185641.56
184,30,5060.13,2548.25,108.35,50034570,164492657.4
184,40,5067.5,2547.01,89.33,71974160,257997117
184,50,5074.04,2546.61,88.67,84601360,354041601.7
184,60,5079.69,2546.14,96.16,94193880,440864681.9
184,80,5086.6,2545.72,105.91,104126330,593287214.3
184,100,5091.53,2545.46,110.77,109181530,735803984
184,120,5097.71,2544.99,121.84,112199060,862878604.6
184,150,5105.97,2544.28,128.89,118511800,1033067000
184,200,5118.54,2543.07,138.34,121424430,1301235700
185,120,5050,2550,1376.34,232420,10088562.81
185,150,5050,2550,1376.34,232420,12542490.63
185,200,5050,2550,1376.34,232420,16787077.66
186,30,5050,2550,404.52,2437400,4342809.108
186,40,5050,2550,400.63,2437400,6970840.32
186,50,5050,2550,405.57,2924880,9610691.863
186,60,5050,2550,357.04,3899840,12172435.22
186,80,5052.69,2549.97,210.05,7362200,17059889.68
186,100,5053.69,2549.98,182.89,9024640,21724528.84
186,120,5058.75,2549.98,186.09,10974560,26083294.74
186,150,5065.39,2549.95,181.55,14386920,32185070.61
186,200,5074.51,2549.89,174.32,15361880,42529325.34
188,50,5050,2550,812.99,485030,19014803.27
188,60,5050,2550,812.99,485030,24061327.56
188,80,5098.9,2550,812.99,970060,33537604.28
188,100,5150,2550,812.99,485030,42546228.59
189,20,5050,2550,364.18,2437400,24326050.22
189,30,5053.74,2550.56,404.75,6824720,58676466.82
189,40,5078.19,2536.09,428.03,12674480,95784396.52
189,50,5108.5,2507.41,423.72,24374000,133693745.9
189,60,5142.04,2480.59,409.81,33148640,168592346
189,80,5211.39,2452.42,390.23,50210440,231200814.2
189,100,5280.33,2441.45,366.88,71272080,290052535.5
189,120,5334.4,2438.11,349.05,91796240,343164583.3
189,150,5403.97,2444.38,326.7,117445200,415119119.3
189,200,5490.22,2444.14,306.27,159768480,530658808.9
190,80,5050,2550,706.06,1940120,8498118.526
190,100,5050,2550,717.36,2425150,10864293.26
190,120,5061.65,2550,730.57,2910180,13096121.59
190,150,5064,2550,735.48,2910180,16247794.98
190,200,5085.84,2550,741.01,3880240,21669236.47
191,20,5050,2550,386.99,1949920,3317148.207
191,30,5050,2550,387.77,2437400,7996083.793
191,40,5050,2550,359.71,2437400,12894998.97
191,50,5050,2550,351.82,2437400,17836407.19
191,60,5050.75,2550.68,354.18,4387320,22572125.4
191,80,5061.84,2551.7,359.72,6337240,31478056.72
191,100,5077.46,2545.88,363.88,6337240,39947617.1
191,120,5082.48,2544.92,366.37,6824720,47797059.44
191,150,5085.59,2544.46,368.01,8774640,58701298.55
191,200,5088.27,2544.91,369.57,9749600,76952096.55
192,20,5050,2550,495.18,974960,4587203.964
192,30,5050,2550,493.66,1459990,11081316.76
192,40,5050,2550,487.5,2430050,17915421.83
192,50,5051.04,2550,483.54,2915080,24823795.94
192,60,5052.26,2550,481.45,3400110,31400709.98
192,80,5050,2550,477.56,2432500,43674102.27
192,100,5051.06,2544.99,478.87,2922430,55323818.01
192,120,5052.33,2542.62,479.15,2437400,66073347.63
192,150,5054.05,2540.53,479.25,2924880,80945026.88
192,200,5054.38,2539.67,478.49,3899840,105666782.5
193,50,5050,2550,982.34,970060,13374727.96
193,60,5050,2550,1050.26,2425150,16932348.27
193,80,5050,2550,1049.81,2425150,23667802.02
193,100,5050,2550,1049.47,2425150,30083912.1
193,120,5050,2550,1049.31,2425150,36053022.26
193,150,5073.97,2550,1033.21,3395210,44374875.82
193,200,5075.59,2550,1032.17,3395210,58386626.22
194,20,5050,2550,699.38,2910180,14554538.49
194,30,5059.22,2550.91,595.48,7784980,35339459.65
194,40,5076.35,2531.37,538.72,11684820,57614944.26
194,50,5085.36,2514.29,491.84,17047100,80301052.43
194,60,5062.04,2499.36,376.1,30309060,101397241.6
194,80,5098.28,2501.97,223.14,62320300,139698019.8
194,100,5176.61,2518.12,183.41,89499390,175806433.5
194,120,5259.42,2535.63,170.24,105811270,208611730.3
194,150,5354.45,2551.54,168.37,127182980,253337796.3
194,200,5467.65,2573.31,171.57,156447020,325909335.3
195,40,5050,2550,640.28,970060,5017949.936
195,50,5050,2550,698.54,2425150,6906185.039
195,60,5050,2550,695.01,2425150,8750853.206
195,80,5050,2550,690.49,2425150,12297346.94
195,100,5050,2550,689.4,2425150,15688635
195,120,5050,2550,683.3,2425150,18871512.71
195,150,5050,2550,670.45,2425150,23345480.73
195,200,5050,2550,651.44,2910180,30982225.58
196,40,5050,2550,1201.02,485030,9039003.391
196,50,5050,2550,1238.77,1414710,12479256.35
196,60,5050,2550,1266.02,2111970,15800142.75
196,80,5050,2550,1259.55,2111970,22097554.2
196,100,5050,2550,1253.96,2111970,28098796.34
196,120,5068.71,2550,1257.16,3506490,33687084.17
196,150,5072.14,2550,1256.43,3738910,41484722.77
196,200,5100.95,2550,1257.06,6335910,54632675.97
197,20,5050,2550,1098.71,2425150,9547351.984
197,30,5050,2550,1098.25,2425150,23162508.08
197,40,5050,2550,1083.55,2910180,37657181.95
197,50,5050,2550,1021.42,4365270,52379733.86
197,60,5050,2550,947.55,5820360,66187656.25
197,80,5055.96,2549.69,848.06,11155690,91508722.48
197,100,5063.74,2549.44,810.61,13583290,115439445.9
197,120,5070.13,2549.22,801.42,14555800,137303904.6
197,150,5080.7,2548.77,799.1,17953460,167272673
197,200,5089.66,2547.82,805.73,19893580,216328989.6
198,50,5050,2550,958.99,1455090,9870272.778
198,60,5050,2550,959.33,1455090,12500766.73
198,80,5050,2550,970.86,1940120,17516278.94
198,100,5050,2550,969.21,1940120,22302399.86
198,120,5050,2550,968,1940120,26773096.8
198,150,5055.69,2550,966.29,2425150,33029493.59
198,200,5055.62,2550,958.47,2910180,43630024.22
199,60,5050,2550,497.22,974960,4153878.149
199,80,5050,2550,549.84,2430050,5872935.013
199,100,5050,2550,545.44,2430050,7523867.922
199,120,5050,2550,541.99,2430050,9088833.345
199,150,5050,2550,540.06,2430050,11309023.11
199,200,5050,2550,533.11,2917530,15157812.21
200,20,5050,2550,1001.43,2425150,17352448.06
200,30,5065.54,2550,1000.58,4850300,42100290.45
200,40,5072.14,2550,990.57,6305390,68696153.6
200,50,5080.67,2550,954.23,8730540,95811693.38
200,60,5094.76,2551.06,951.02,11155690,120938563.7
200,80,5114.75,2551,960.24,12610780,166368769.9
200,100,5131.15,2550.81,970.27,14065870,209154877.9
200,120,5144.81,2550.77,988.24,13580840,247936844.9
200,150,5167.94,2550.73,997.22,15035930,300695204.7
200,200,5178.02,2550.72,1004.01,15520960,385989880.2
201,30,5050,2550,1216.08,2384770,16446211.2
201,40,5050,2550,1226.6,2384770,26669669.2
201,50,5054.31,2550,1228.19,2869800,37030988.9
201,60,5061.64,2550,1221.14,3839860,46816305.48
201,80,5061.99,2550,1208.3,3839860,64907018.29
201,100,5074.91,2550,1192.22,5294950,82038742.32
201,120,5089.67,2550,1191.7,7194690,97763175.65
201,150,5103.54,2550,1189.38,8649780,119409409.5
201,200,5127.66,2550,1190.67,10104870,155096799.3
202,80,5050,2550,930.4,970060,9956370.425
202,100,5050,2550,986.15,2425150,12717203.35
202,120,5050,2550,981.89,2425150,15315738.63
202,150,5050,2550,976.37,2425150,18977997.12
202,200,5050,2550,969.86,2425150,25256889.96
203,20,5050,2550,848.57,2425150,11475532.93
203,30,5058.4,2550,837.47,3395210,27858847.18
203,40,5066.48,2550,843.51,5335330,45351323.43
203,50,5072.51,2550,832.05,6790420,63139661.33
203,60,5083.78,2550,825.26,8730540,79760774.4
203,80,5106.94,2550,824.51,11640720,110107498.6
203,100,5114.21,2550,828.47,11640720,138756946.4
203,120,5139.48,2550,839.44,14065870,164868217.6
203,150,5164.2,2550,850.49,14550900,200574650.8
203,200,5214.74,2550,856.89,16976050,258798470.5
204,20,5050,2550,1243.1,2364580,14173842.82
204,30,5050,2550,1244.34,2364580,34416397.08
204,40,5041.66,2539.42,1216.68,3334640,56101566.32
204,50,5033.67,2529.81,1193.29,4304700,78182829.48
204,60,5030.19,2523.45,1172.11,5759790,98727489.68
204,80,5032.06,2518.52,1147.5,9347040,136050332.7
204,100,5042.16,2514.36,1132.94,14177150,171242223.8
204,120,5053.81,2512.11,1124.61,16602300,203226094.6
204,150,5071.15,2510.45,1119.95,19259870,246846775.5
204,200,5100.88,2508.03,1113.76,25039850,317663650.2
205,30,5050,2550,397.63,974960,3101103.394
205,40,5050,2550,451.67,2434950,4965024.857
205,50,5050,2550,447.09,2434950,6832959.91
205,60,5050,2550,452.17,2434950,8658190.77
205,80,5050,2550,430.57,3409910,12168183.28
205,100,5050,2550,357.37,4872350,15524774.46
205,120,5052.05,2550.03,201.69,7897230,18675534.75
205,150,5063.74,2550.35,123.54,14046990,23104942.65
205,200,5081.49,2550.76,90.99,19909270,30667296.57
206,20,5027.17,2484.85,548.21,7302400,40076527.65
206,30,5015.71,2390.15,531.38,18504640,93639002.92
206,40,5009.97,2335.68,411.99,37273980,151912285.3
206,50,5011.53,2323.04,261.55,74777900,211604038.2
206,60,5087.41,2310.67,189.22,108219270,266068435.9
206,80,5284.05,2271.21,138.28,184067580,362750814.7
206,100,5452.71,2244.1,119.87,241153630,453396230.9
206,120,5604.69,2223.99,112.57,290477480,534720118.4
206,150,5775.92,2208.82,109.03,345686390,644278671.1
206,200,6008.71,2199.99,106.46,418462270,818585855.4
207,20,5050,2550,1314.63,1859360,14324860.86
207,30,5067.74,2550,1317.41,3253880,34782642.39
207,40,5081.19,2550,1318.61,4648400,56702036.38
207,50,5081.28,2543.71,1315.01,5578080,79023277.92
207,60,5098.29,2537.25,1310.44,7437440,99786797.76
207,80,5122.58,2533.31,1308.47,8831960,137497782.2
207,100,5147.59,2531.84,1309.19,10226480,173053457.1
207,120,5176.53,2530.73,1311.75,12085840,205363400.6
207,150,5216.46,2532.56,1314.98,13480360,249422918.9
207,200,5287.06,2535.67,1318.75,16269400,320936509.7
208,40,5050,2550,593.11,970060,4513131.425
208,50,5050,2550,653.35,2425150,6207910.711
208,60,5050,2550,651.04,2425150,7867169.258
208,80,5050,2550,647.69,2425150,11065100.75
208,100,5050,2550,648.72,2425150,14124966.58
208,120,5050,2550,655.8,2425150,17000869.07
208,150,5053.42,2549.66,649.7,4365270,21048686.46
208,200,5056.46,2549.31,626.66,4365270,27973300.3
209,20,5050,2550,870.66,4365270,42523708.74
209,30,5084.47,2545.76,735.05,16503270,98697279.17
209,40,5120.18,2540.96,667.72,26221020,159857811.1
209,50,5161.09,2528.85,629.07,38373720,222524902.6
209,60,5198.43,2521.76,608.44,50041390,279649694.6
209,80,5256.26,2520.58,590.46,66561810,380939742.9
209,100,5307.99,2524.7,588.13,83084680,475878701
209,120,5358.81,2531.33,599.55,93772490,561000837.8
209,150,5437.61,2542.93,621.49,102978260,675607363.3
209,200,5555.8,2557.33,643.98,104381900,857765912.1
210,20,5050,2550,1101.16,2425150,19533978.01
210,30,5066.57,2550,1102.15,4850300,47335206.7
210,40,5069.32,2550,1088.1,5820360,77267560.82
210,50,5082.26,2550,1068.48,8245510,107806727.5
210,60,5098,2550,1064,10670660,136040073.6
210,80,5115.05,2550,1070.62,11640720,186946140.4
210,100,5137.9,2550,1079.29,14065870,234856830.5
210,120,5163.39,2550,1093.7,16005990,278216649.7
210,150,5184.57,2550,1103.38,16005990,337116168.2
210,200,5203.44,2550,1104.42,16976050,432109404.5
211,20,5051.86,2555.06,397.85,7302400,26315914.87
211,30,5103.42,2572.72,138.48,34188840,63306076.9
211,40,5126.28,2558.16,124.53,50775680,103312720.3
211,50,5141.12,2551.2,124.66,58825360,144201824.1
211,60,5160.95,2546.12,129.34,68674960,181787695.8
211,80,5212.35,2539.67,135.69,88711640,249098592.4
211,100,5262.9,2536.78,139.1,105435960,312343209.6
211,120,5329.23,2533.55,144.59,127472560,369363607.5
211,150,5421.05,2534.87,144.45,155996400,446540888.1
211,200,5581.06,2541.11,141.67,203831960,570276556.6
212,200,5050,2550,1271.33,929680,9974725.509
213,20,5057.31,2550,809.73,5820360,41409804.59
213,30,5085.42,2549.04,683.15,15035930,96407530.56
213,40,5125.47,2547.51,650.06,24741430,156267583.6
213,50,5164.12,2541.77,627.99,35436590,217594419.4
213,60,5197.2,2538.56,616.15,43214220,273521134.8
213,80,5249.94,2533.27,603.89,59749340,372736824.1
213,100,5293.3,2530.87,599.94,74334540,465742990.3
213,120,5340.65,2528.68,604.63,86974720,549155593
213,150,5413.22,2530.31,615.33,99602650,661490479.8
213,200,5506.44,2532.58,633.11,106868300,840116791.6
214,50,5050,2550,1007.01,485030,8103636.566
214,60,5050,2550,1074.09,1940120,10265985.77
214,80,5050,2550,1088.43,2425150,14407835.85
214,100,5050,2550,1085.52,2425150,18364764.34
214,120,5050,2550,1083.15,2425150,22070625.34
214,150,5050,2550,1080.45,2425150,27269398.94
214,200,5050,2550,1077.58,2425150,36113990.92
215,60,5050,2550,982.28,970060,9838003.491
215,80,5050,2550,1044.29,2425150,13811952.72
215,100,5050,2550,1042.38,2425150,17609413.12
215,120,5050,2550,1040.68,2425150,21167943.06
215,150,5050,2550,1038.49,2425150,26162673.87
215,200,5055.9,2550,1036.84,2910180,34667639.15
216,20,5050,2550,943.88,2425150,12954995.87
216,30,5057.37,2545.48,944.39,3880240,31457183.66
216,40,5063.47,2533.14,936.93,4850300,51249868.73
216,50,5067.96,2525.01,918.69,5820360,71392734.25
216,60,5075.51,2521.2,909.54,7275450,90167828.05
216,80,5082.38,2518.6,902.38,8245510,124348685.6
216,100,5090.49,2517.86,899.94,9700600,156594911.2
216,120,5097.86,2517.59,899.55,11155690,185936735.9
216,150,5107.12,2516.94,897.42,13095810,225999451.2
216,200,5112.95,2514.89,893.56,15520960,291161737
217,20,5050,2550,565.59,2430050,5173538.89
217,30,5050,2550,571.27,2430050,12507466.71
217,40,5054.25,2550,508.25,4867450,20239975.36
217,50,5056.04,2550,431.45,6817370,28062755.41
217,60,5062.2,2549.97,331,12229650,35491874.32
217,80,5082.2,2549.9,299.33,19101920,49315918.52
217,100,5102.73,2549.87,308.88,23046860,62428178.86
217,120,5129.69,2549.88,325.25,26459220,74507595.92
217,150,5159.44,2549.9,331.69,28896620,91193642.73
217,200,5198.33,2549.92,351.14,32796460,118861307
218,20,5050,2550,738.66,970060,5684331.687
218,30,5050,2550,789.44,2425150,13750586.48
218,40,5050,2550,780.84,2910180,22267847.03
218,50,5050,2550,716.83,4367720,30889896.68
218,60,5050,2550,604.39,6805120,39062300.02
218,80,5057.22,2549.14,258.22,15492280,54235352.26
218,100,5064.16,2548.24,220.12,20567080,68619168.69
218,120,5071,2548.98,212.37,25591880,81853147.75
218,150,5077.36,2549.36,204.98,28179280,100112224.2
218,200,5084.63,2549.29,200.19,30614230,130328222.8
219,10,5050,2550,896.36,2425150,8951434.836
219,20,5062.6,2528.05,595.13,11187540,70943167.81
219,30,5113.56,2476.93,161.87,50418600,151004325.5
219,40,5132.65,2466.23,138.28,70503100,238669420.2
219,50,5139.18,2459.37,134.27,81727660,328682443.5
219,60,5145.51,2457.25,138.35,90694950,410156195.4
219,80,5154.15,2454.8,142.49,97277290,553404588
219,100,5160.34,2454.3,146.06,107112190,687393149.8
219,120,5165.2,2454.37,152.28,110232170,806964106.9
219,150,5170.08,2453.96,155.35,117209340,967231715
219,200,5179.34,2454.91,161.25,129486540,1220100457
220,100,5050,2550,1176.16,970060,10527468.92
220,120,5050,2550,1176.13,970060,12692416.02
220,150,5050,2550,1146.61,1455090,15750853.87
220,200,5050,2550,1140.04,2425150,21015402.94
221,20,5050,2550,501.47,2432500,9251433.8
221,30,5052.94,2550.14,337.99,6819820,22441393.91
221,40,5065.68,2567.42,231.19,15106980,36476412.01
221,50,5091.6,2573.65,165.33,27106500,50729201.33
221,60,5115.64,2570.08,131.94,36868620,64105104.03
221,80,5163.7,2563.18,104.97,53167980,88652340.67
221,100,5201.93,2559.92,94.24,64927570,111856022.9
221,120,5230.96,2555.53,88.32,74789690,133065184.6
221,150,5257.39,2551.29,84.89,85089290,162147370.1
221,200,5287.34,2548.96,82.48,103726050,209783858.4
222,10,5050,2550,1256.95,2364580,16510204.92
222,20,5055.29,2550,1090.31,7891950,93702612.81
222,30,5078.46,2542.61,863.62,22187200,187035014.5
222,40,5099.34,2520.9,708.29,37959590,289484034.5
222,50,5120.27,2501.72,535.39,59494260,394771297.2
222,60,5155.08,2497.74,496.94,73554500,489779336.7
222,80,5206.09,2505.08,538.32,93286760,656213208.6
222,100,5250.55,2513.01,587,107614450,811748938.8
222,120,5301.14,2521.71,648.69,114611430,950266837.9
222,150,5363.58,2532.31,722.32,116651350,1135569889
222,200,5370.35,2544.74,817.18,98385510,1427011509
223,20,5050,2550,827.69,1940120,7044734.202
223,30,5050,2550,840.08,2425150,17063770.19
223,40,5050,2550,819.98,3395210,27678877.19
223,50,5051.2,2549.9,739.23,6305390,38439699.14
223,60,5054.96,2550.31,697.94,7275450,48594707.66
223,80,5074.06,2548.15,656.96,11160590,67352492.81
223,100,5090.26,2545.85,634.22,16990750,85112089.59
223,120,5105.56,2545.48,623.13,17963260,101404768.7
223,150,5132.09,2544.71,611.87,23795870,123822816.9
223,200,5170.36,2543.13,600.49,30115960,160754202.4
224,10,5050,2550,571.71,3402560,17222405.73
224,20,5167.13,2551.66,72.31,59528080,95676819.17
224,30,5236.35,2552.34,71.27,91496940,190001709.3
224,40,5277.48,2553.13,70.43,110528800,293557783.5
224,50,5313.57,2553.54,72.39,128875630,399989325.8
224,60,5349.94,2553.38,77.07,144535060,496009690.1
224,80,5407.17,2553.67,84,172971420,664174438
224,100,5457.73,2553.38,87.84,199407860,821317984.8
224,120,5523.68,2553.79,93.89,227256740,961248182.1
224,150,5604.4,2555.01,97.68,258078050,1148415467
224,200,5744.68,2558.19,100.76,308501010,1442724613
225,60,5050,2550,326.86,487480,2614525.16
225,80,5050,2550,390.06,1949920,3710617.02
225,100,5050,2550,404.74,2437400,4766096.797
225,120,5050,2550,402.93,2437400,5772831.787
225,150,5050,2550,401.6,2437400,7209276.072
225,200,5050,2550,406.22,2924880,9723491.672
226,30,5050,2550,1171.6,970060,12054989.54
226,40,5050,2550,1169.13,970060,19502229.85
226,50,5050,2550,1197.93,2364580,27034585.39
226,60,5050,2550,1190.92,2364580,34193259.72
226,80,5057.52,2550,1188.68,3294260,47525689.38
226,100,5058.78,2550,1187.12,3759100,60174380.1
226,120,5060.48,2550,1173.47,2829420,71832505.97
226,150,5056.51,2550,1167.69,2364580,87944083.08
226,200,5058.23,2550,1163.15,1899740,114679805.8
227,20,5050,2550,565.4,4375070,24056589.12
227,30,5029.34,2610.7,401.35,11682370,58045602.87
227,40,5064.18,2658.26,279.56,25866840,94756947.9
227,50,5108.69,2653.26,201.22,37041400,132258726.8
227,60,5129.78,2641.52,178.28,42116200,166789448.7
227,80,5152.55,2634.3,168.16,52940760,228753512.9
227,100,5169.33,2633.6,166.23,58890520,287003097.1
227,120,5185.9,2634.73,165.99,64840280,339579121.4
227,150,5205.64,2638.27,165.49,71715000,410816979.1
227,200,5230.67,2649.7,164.68,81517050,525230999.8
228,20,5050,2550,650.79,2425150,13658182.05
228,30,5051.25,2550,507.59,6324990,33165118.16
228,40,5074.19,2550.44,237.44,22799580,54050041.39
228,50,5108.16,2552.53,182.37,34511620,75311516.93
228,60,5131.2,2555.64,182.85,40998860,95108178.83
228,80,5172.82,2559.78,198.93,55321080,131103718.8
228,100,5209.18,2562.11,213.74,66578220,165051428.7
